,id,ल्युट्,ण्वुल्,तृच्,यत्,तव्य,अनीयर्,क्त,क्तवतु,शतृ,स्य-शतृ,शानच्,स्य-शानच्,भावकर्म-शानच्,स्य-भावकर्म-शानच्,क्त्वा,ल्यप्,तुमुन्,णमुल्,क्तिन्,अच्,क्वसु,चानश्,वुन्,श,आलुच्
873,01.0874,(दक्षण)---दक्षणम्,(दक्षक)-दक्षकः-दक्षिका-दक्षकम्,(दक्षयितृ)-दक्षयिता-दक्षयित्री-दक्षयितृ,(दक्ष्य)-दक्ष्यः-दक्ष्या-दक्ष्यम्,(दक्षयितव्य)-दक्षयितव्यः-दक्षयितव्या-दक्षयितव्यम्,(दक्षणीय)-दक्षणीयः-दक्षणीया-दक्षणीयम्,(दक्षित)-दक्षितः-दक्षिता-दक्षितम्,(दक्षितवत्)-दक्षितवान्-दक्षितवती-दक्षितवत्/दक्षितवद्,(दक्षयत्)-दक्षयन्-दक्षयन्ती-दक्षयत्/दक्षयद्,(दक्षयिष्यत्)-दक्षयिष्यन्-दक्षयिष्यती/दक्षयिष्यन्ती-दक्षयिष्यत्/दक्षयिष्यद्,(दक्षयमाण)-दक्षयमाणः-दक्षयमाणा-दक्षयमाणम्,(दक्षयिष्यमाण)-दक्षयिष्यमाणः-दक्षयिष्यमाणा-दक्षयिष्यमाणम्,(दक्ष्यमाण)-दक्ष्यमाणः-दक्ष्यमाणा-दक्ष्यमाणम्,[(दक्षिष्यमाण-दक्षयिष्यमाण)- (दक्षिष्यमाणः-दक्षयिष्यमाणः)- (दक्षिष्यमाणा-दक्षयिष्यमाणा)- (दक्षिष्यमाणम्-दक्षयिष्यमाणम्)],(दक्षयित्वा)---,(प्रदक्ष्य)---,(दक्षयितुम्)---,[(दक्षिष्यमाण-दक्षयिष्यमाण-दाक्षम्-दक्षम्)- (दक्षिष्यमाणः-दक्षयिष्यमाणः--)- (दक्षिष्यमाणा-दक्षयिष्यमाणा--)- (दक्षिष्यमाणम्-दक्षयिष्यमाणम्--)],(दष्टि)--दष्टिः-,(दक्ष)-दक्षः-दक्षा-दक्षम्,[(दक्षिष्यमाण-दक्षयिष्यमाण-दाक्षम्-दक्षम्-दक्षयाम्बभूवस्-दक्षयामासिवस्-दक्षयाञ्चकृवस्)- (दक्षिष्यमाणः-दक्षयिष्यमाणः---दक्षयाम्बभूवान्-दक्षयामासिवान्-दक्षयाञ्चकृवान्)- (दक्षिष्यमाणा-दक्षयिष्यमाणा---दक्षयाम्बभूषी-दक्षयामास्युषी-दक्षयाञ्चक्रुषी)- (दक्षिष्यमाणम्-दक्षयिष्यमाणम्---दक्षयाम्बभूवत्/दक्षयाम्बभूवद्-दक्षयामासिवत्/दक्षयामासिवद्-दक्षयाञ्चकृवत्/दक्षयाञ्चकृवद्)],(दक्षयमाण)-दक्षयमाणः-दक्षयमाणा-दक्षयमाणम्,(दक्षक)-दक्षकः-दक्षिका-दक्षकम्,,
874,01.0875,(कल्पन)---कल्पनम्,(कल्पक)-कल्पकः-कल्पिका-कल्पकम्,(कल्पयितृ)-कल्पयिता-कल्पयित्री-कल्पयितृ,(कल्प्य)-कल्प्यः-कल्प्या-कल्प्यम्,(कल्पयितव्य)-कल्पयितव्यः-कल्पयितव्या-कल्पयितव्यम्,(कल्पनीय)-कल्पनीयः-कल्पनीया-कल्पनीयम्,(कल्पित)-कल्पितः-कल्पिता-कल्पितम्,(कल्पितवत्)-कल्पितवान्-कल्पितवती-कल्पितवत्/कल्पितवद्,(कल्पयत्)-कल्पयन्-कल्पयन्ती-कल्पयत्/कल्पयद्,(कल्पयिष्यत्)-कल्पयिष्यन्-कल्पयिष्यती/कल्पयिष्यन्ती-कल्पयिष्यत्/कल्पयिष्यद्,(कल्पयमान)-कल्पयमानः-कल्पयमाना-कल्पयमानम्,(कल्पयिष्यमाण)-कल्पयिष्यमाणः-कल्पयिष्यमाणा-कल्पयिष्यमाणम्,(कल्प्यमान)-कल्प्यमानः-कल्प्यमाना-कल्प्यमानम्,[(कल्पिष्यमाण-कल्पयिष्यमाण)- (कल्पिष्यमाणः-कल्पयिष्यमाणः)- (कल्पिष्यमाणा-कल्पयिष्यमाणा)- (कल्पिष्यमाणम्-कल्पयिष्यमाणम्)],(कल्पयित्वा)---,(प्रकल्प्य)---,(कल्पयितुम्)---,[(कल्पिष्यमाण-कल्पयिष्यमाण-काल्पम्-कल्पम्)- (कल्पिष्यमाणः-कल्पयिष्यमाणः--)- (कल्पिष्यमाणा-कल्पयिष्यमाणा--)- (कल्पिष्यमाणम्-कल्पयिष्यमाणम्--)],(कल्प्ति)--कल्प्तिः-,(कल्प)-कल्पः-कल्पा-कल्पम्,[(कल्पिष्यमाण-कल्पयिष्यमाण-काल्पम्-कल्पम्-कल्पयाम्बभूवस्-कल्पयामासिवस्-कल्पयाञ्चकृवस्)- (कल्पिष्यमाणः-कल्पयिष्यमाणः---कल्पयाम्बभूवान्-कल्पयामासिवान्-कल्पयाञ्चकृवान्)- (कल्पिष्यमाणा-कल्पयिष्यमाणा---कल्पयाम्बभूषी-कल्पयामास्युषी-कल्पयाञ्चक्रुषी)- (कल्पिष्यमाणम्-कल्पयिष्यमाणम्---कल्पयाम्बभूवत्/कल्पयाम्बभूवद्-कल्पयामासिवत्/कल्पयामासिवद्-कल्पयाञ्चकृवत्/कल्पयाञ्चकृवद्)],(कल्पयमान)-कल्पयमानः-कल्पयमाना-कल्पयमानम्,(कल्पक)-कल्पकः-कल्पिका-कल्पकम्,,
875,01.0876,(क्रपण)---क्रपणम्,(क्रपक)-क्रपकः-क्रपिका-क्रपकम्,(क्रपयितृ)-क्रपयिता-क्रपयित्री-क्रपयितृ,(क्रप्य)-क्रप्यः-क्रप्या-क्रप्यम्,(क्रपयितव्य)-क्रपयितव्यः-क्रपयितव्या-क्रपयितव्यम्,(क्रपणीय)-क्रपणीयः-क्रपणीया-क्रपणीयम्,(क्रपित)-क्रपितः-क्रपिता-क्रपितम्,(क्रपितवत्)-क्रपितवान्-क्रपितवती-क्रपितवत्/क्रपितवद्,(क्रपयत्)-क्रपयन्-क्रपयन्ती-क्रपयत्/क्रपयद्,(क्रपयिष्यत्)-क्रपयिष्यन्-क्रपयिष्यती/क्रपयिष्यन्ती-क्रपयिष्यत्/क्रपयिष्यद्,(क्रपयमाण)-क्रपयमाणः-क्रपयमाणा-क्रपयमाणम्,(क्रपयिष्यमाण)-क्रपयिष्यमाणः-क्रपयिष्यमाणा-क्रपयिष्यमाणम्,(क्रप्यमाण)-क्रप्यमाणः-क्रप्यमाणा-क्रप्यमाणम्,[(क्रपिष्यमाण-क्रपयिष्यमाण)- (क्रपिष्यमाणः-क्रपयिष्यमाणः)- (क्रपिष्यमाणा-क्रपयिष्यमाणा)- (क्रपिष्यमाणम्-क्रपयिष्यमाणम्)],(क्रपयित्वा)---,(प्रक्रपय्य)---,(क्रपयितुम्)---,[(क्रपिष्यमाण-क्रपयिष्यमाण-क्रापम्-क्रपम्)- (क्रपिष्यमाणः-क्रपयिष्यमाणः--)- (क्रपिष्यमाणा-क्रपयिष्यमाणा--)- (क्रपिष्यमाणम्-क्रपयिष्यमाणम्--)],(क्रप्ति)--क्रप्तिः-,(क्रप)-क्रपः-क्रपा-क्रपम्,[(क्रपिष्यमाण-क्रपयिष्यमाण-क्रापम्-क्रपम्-क्रपयाम्बभूवस्-क्रपयामासिवस्-क्रपयाञ्चकृवस्)- (क्रपिष्यमाणः-क्रपयिष्यमाणः---क्रपयाम्बभूवान्-क्रपयामासिवान्-क्रपयाञ्चकृवान्)- (क्रपिष्यमाणा-क्रपयिष्यमाणा---क्रपयाम्बभूषी-क्रपयामास्युषी-क्रपयाञ्चक्रुषी)- (क्रपिष्यमाणम्-क्रपयिष्यमाणम्---क्रपयाम्बभूवत्/क्रपयाम्बभूवद्-क्रपयामासिवत्/क्रपयामासिवद्-क्रपयाञ्चकृवत्/क्रपयाञ्चकृवद्)],(क्रपयमाण)-क्रपयमाणः-क्रपयमाणा-क्रपयमाणम्,(क्रपक)-क्रपकः-क्रपिका-क्रपकम्,,
876,01.0877,(वृंहण)---वृंहणम्,(वृंहक)-वृंहकः-वृंहिका-वृंहकम्,(वृंहयितृ)-वृंहयिता-वृंहयित्री-वृंहयितृ,(वृंह्य)-वृंह्यः-वृंह्या-वृंह्यम्,(वृंहयितव्य)-वृंहयितव्यः-वृंहयितव्या-वृंहयितव्यम्,(वृंहणीय)-वृंहणीयः-वृंहणीया-वृंहणीयम्,(वृंहित)-वृंहितः-वृंहिता-वृंहितम्,(वृंहितवत्)-वृंहितवान्-वृंहितवती-वृंहितवत्/वृंहितवद्,(वृंहयत्)-वृंहयन्-वृंहयन्ती-वृंहयत्/वृंहयद्,(वृंहयिष्यत्)-वृंहयिष्यन्-वृंहयिष्यती/वृंहयिष्यन्ती-वृंहयिष्यत्/वृंहयिष्यद्,(वृंहयमाण)-वृंहयमाणः-वृंहयमाणा-वृंहयमाणम्,(वृंहयिष्यमाण)-वृंहयिष्यमाणः-वृंहयिष्यमाणा-वृंहयिष्यमाणम्,(वृंह्यमाण)-वृंह्यमाणः-वृंह्यमाणा-वृंह्यमाणम्,[(वृंहिष्यमाण-वृंहयिष्यमाण)- (वृंहिष्यमाणः-वृंहयिष्यमाणः)- (वृंहिष्यमाणा-वृंहयिष्यमाणा)- (वृंहिष्यमाणम्-वृंहयिष्यमाणम्)],(वृंहयित्वा)---,(प्रवृंह्य)---,(वृंहयितुम्)---,[(वृंहिष्यमाण-वृंहयिष्यमाण-वॄंहम्-वृंहम्)- (वृंहिष्यमाणः-वृंहयिष्यमाणः--)- (वृंहिष्यमाणा-वृंहयिष्यमाणा--)- (वृंहिष्यमाणम्-वृंहयिष्यमाणम्--)],(वृण्ढि)--वृण्ढिः-,(वृंह)-वृंहः-वृंहा-वृंहम्,[(वृंहिष्यमाण-वृंहयिष्यमाण-वॄंहम्-वृंहम्-वृंहयाम्बभूवस्-वृंहयामासिवस्-वृंहयाञ्चकृवस्)- (वृंहिष्यमाणः-वृंहयिष्यमाणः---वृंहयाम्बभूवान्-वृंहयामासिवान्-वृंहयाञ्चकृवान्)- (वृंहिष्यमाणा-वृंहयिष्यमाणा---वृंहयाम्बभूषी-वृंहयामास्युषी-वृंहयाञ्चक्रुषी)- (वृंहिष्यमाणम्-वृंहयिष्यमाणम्---वृंहयाम्बभूवत्/वृंहयाम्बभूवद्-वृंहयामासिवत्/वृंहयामासिवद्-वृंहयाञ्चकृवत्/वृंहयाञ्चकृवद्)],(वृंहयमाण)-वृंहयमाणः-वृंहयमाणा-वृंहयमाणम्,(वृंहक)-वृंहकः-वृंहिका-वृंहकम्,,
877,01.0878,(कन्दन)---कन्दनम्,(कन्दक)-कन्दकः-कन्दिका-कन्दकम्,(कन्दयितृ)-कन्दयिता-कन्दयित्री-कन्दयितृ,(कन्द्य)-कन्द्यः-कन्द्या-कन्द्यम्,(कन्दयितव्य)-कन्दयितव्यः-कन्दयितव्या-कन्दयितव्यम्,(कन्दनीय)-कन्दनीयः-कन्दनीया-कन्दनीयम्,(कन्दित)-कन्दितः-कन्दिता-कन्दितम्,(कन्दितवत्)-कन्दितवान्-कन्दितवती-कन्दितवत्/कन्दितवद्,(कन्दयत्)-कन्दयन्-कन्दयन्ती-कन्दयत्/कन्दयद्,(कन्दयिष्यत्)-कन्दयिष्यन्-कन्दयिष्यती/कन्दयिष्यन्ती-कन्दयिष्यत्/कन्दयिष्यद्,(कन्दयमान)-कन्दयमानः-कन्दयमाना-कन्दयमानम्,(कन्दयिष्यमाण)-कन्दयिष्यमाणः-कन्दयिष्यमाणा-कन्दयिष्यमाणम्,(कन्द्यमान)-कन्द्यमानः-कन्द्यमाना-कन्द्यमानम्,[(कन्दिष्यमाण-कन्दयिष्यमाण)- (कन्दिष्यमाणः-कन्दयिष्यमाणः)- (कन्दिष्यमाणा-कन्दयिष्यमाणा)- (कन्दिष्यमाणम्-कन्दयिष्यमाणम्)],(कन्दयित्वा)---,(प्रकन्द्य)---,(कन्दयितुम्)---,[(कन्दिष्यमाण-कन्दयिष्यमाण-कान्दम्-कन्दम्)- (कन्दिष्यमाणः-कन्दयिष्यमाणः--)- (कन्दिष्यमाणा-कन्दयिष्यमाणा--)- (कन्दिष्यमाणम्-कन्दयिष्यमाणम्--)],[(कन्दिष्यमाण-कन्दयिष्यमाण-कान्दम्-कन्दम्-कन्ति-कन्त्ति)- (कन्दिष्यमाणः-कन्दयिष्यमाणः----)- (कन्दिष्यमाणा-कन्दयिष्यमाणा---कन्तिः-कन्त्तिः)- (कन्दिष्यमाणम्-कन्दयिष्यमाणम्----)],(कन्द)-कन्दः-कन्दा-कन्दम्,[(कन्दिष्यमाण-कन्दयिष्यमाण-कान्दम्-कन्दम्-कन्ति-कन्त्ति-कन्दयाम्बभूवस्-कन्दयामासिवस्-कन्दयाञ्चकृवस्)- (कन्दिष्यमाणः-कन्दयिष्यमाणः-----कन्दयाम्बभूवान्-कन्दयामासिवान्-कन्दयाञ्चकृवान्)- (कन्दिष्यमाणा-कन्दयिष्यमाणा---कन्तिः-कन्त्तिः-कन्दयाम्बभूषी-कन्दयामास्युषी-कन्दयाञ्चक्रुषी)- (कन्दिष्यमाणम्-कन्दयिष्यमाणम्-----कन्दयाम्बभूवत्/कन्दयाम्बभूवद्-कन्दयामासिवत्/कन्दयामासिवद्-कन्दयाञ्चकृवत्/कन्दयाञ्चकृवद्)],(कन्दयमान)-कन्दयमानः-कन्दयमाना-कन्दयमानम्,(कन्दक)-कन्दकः-कन्दिका-कन्दकम्,,
878,01.0879,(क्रन्दन)---क्रन्दनम्,(क्रन्दक)-क्रन्दकः-क्रन्दिका-क्रन्दकम्,(क्रन्दयितृ)-क्रन्दयिता-क्रन्दयित्री-क्रन्दयितृ,(क्रन्द्य)-क्रन्द्यः-क्रन्द्या-क्रन्द्यम्,(क्रन्दयितव्य)-क्रन्दयितव्यः-क्रन्दयितव्या-क्रन्दयितव्यम्,(क्रन्दनीय)-क्रन्दनीयः-क्रन्दनीया-क्रन्दनीयम्,(क्रन्दित)-क्रन्दितः-क्रन्दिता-क्रन्दितम्,(क्रन्दितवत्)-क्रन्दितवान्-क्रन्दितवती-क्रन्दितवत्/क्रन्दितवद्,(क्रन्दयत्)-क्रन्दयन्-क्रन्दयन्ती-क्रन्दयत्/क्रन्दयद्,(क्रन्दयिष्यत्)-क्रन्दयिष्यन्-क्रन्दयिष्यती/क्रन्दयिष्यन्ती-क्रन्दयिष्यत्/क्रन्दयिष्यद्,(क्रन्दयमान)-क्रन्दयमानः-क्रन्दयमाना-क्रन्दयमानम्,(क्रन्दयिष्यमाण)-क्रन्दयिष्यमाणः-क्रन्दयिष्यमाणा-क्रन्दयिष्यमाणम्,(क्रन्द्यमान)-क्रन्द्यमानः-क्रन्द्यमाना-क्रन्द्यमानम्,[(क्रन्दिष्यमाण-क्रन्दयिष्यमाण)- (क्रन्दिष्यमाणः-क्रन्दयिष्यमाणः)- (क्रन्दिष्यमाणा-क्रन्दयिष्यमाणा)- (क्रन्दिष्यमाणम्-क्रन्दयिष्यमाणम्)],(क्रन्दयित्वा)---,(प्रक्रन्द्य)---,(क्रन्दयितुम्)---,[(क्रन्दिष्यमाण-क्रन्दयिष्यमाण-क्रान्दम्-क्रन्दम्)- (क्रन्दिष्यमाणः-क्रन्दयिष्यमाणः--)- (क्रन्दिष्यमाणा-क्रन्दयिष्यमाणा--)- (क्रन्दिष्यमाणम्-क्रन्दयिष्यमाणम्--)],[(क्रन्दिष्यमाण-क्रन्दयिष्यमाण-क्रान्दम्-क्रन्दम्-क्रन्ति-क्रन्त्ति)- (क्रन्दिष्यमाणः-क्रन्दयिष्यमाणः----)- (क्रन्दिष्यमाणा-क्रन्दयिष्यमाणा---क्रन्तिः-क्रन्त्तिः)- (क्रन्दिष्यमाणम्-क्रन्दयिष्यमाणम्----)],(क्रन्द)-क्रन्दः-क्रन्दा-क्रन्दम्,[(क्रन्दिष्यमाण-क्रन्दयिष्यमाण-क्रान्दम्-क्रन्दम्-क्रन्ति-क्रन्त्ति-क्रन्दयाम्बभूवस्-क्रन्दयामासिवस्-क्रन्दयाञ्चकृवस्)- (क्रन्दिष्यमाणः-क्रन्दयिष्यमाणः-----क्रन्दयाम्बभूवान्-क्रन्दयामासिवान्-क्रन्दयाञ्चकृवान्)- (क्रन्दिष्यमाणा-क्रन्दयिष्यमाणा---क्रन्तिः-क्रन्त्तिः-क्रन्दयाम्बभूषी-क्रन्दयामास्युषी-क्रन्दयाञ्चक्रुषी)- (क्रन्दिष्यमाणम्-क्रन्दयिष्यमाणम्-----क्रन्दयाम्बभूवत्/क्रन्दयाम्बभूवद्-क्रन्दयामासिवत्/क्रन्दयामासिवद्-क्रन्दयाञ्चकृवत्/क्रन्दयाञ्चकृवद्)],(क्रन्दयमान)-क्रन्दयमानः-क्रन्दयमाना-क्रन्दयमानम्,(क्रन्दक)-क्रन्दकः-क्रन्दिका-क्रन्दकम्,,
879,01.0880,(क्लन्दन)---क्लन्दनम्,(क्लन्दक)-क्लन्दकः-क्लन्दिका-क्लन्दकम्,(क्लन्दयितृ)-क्लन्दयिता-क्लन्दयित्री-क्लन्दयितृ,(क्लन्द्य)-क्लन्द्यः-क्लन्द्या-क्लन्द्यम्,(क्लन्दयितव्य)-क्लन्दयितव्यः-क्लन्दयितव्या-क्लन्दयितव्यम्,(क्लन्दनीय)-क्लन्दनीयः-क्लन्दनीया-क्लन्दनीयम्,(क्लन्दित)-क्लन्दितः-क्लन्दिता-क्लन्दितम्,(क्लन्दितवत्)-क्लन्दितवान्-क्लन्दितवती-क्लन्दितवत्/क्लन्दितवद्,(क्लन्दयत्)-क्लन्दयन्-क्लन्दयन्ती-क्लन्दयत्/क्लन्दयद्,(क्लन्दयिष्यत्)-क्लन्दयिष्यन्-क्लन्दयिष्यती/क्लन्दयिष्यन्ती-क्लन्दयिष्यत्/क्लन्दयिष्यद्,(क्लन्दयमान)-क्लन्दयमानः-क्लन्दयमाना-क्लन्दयमानम्,(क्लन्दयिष्यमाण)-क्लन्दयिष्यमाणः-क्लन्दयिष्यमाणा-क्लन्दयिष्यमाणम्,(क्लन्द्यमान)-क्लन्द्यमानः-क्लन्द्यमाना-क्लन्द्यमानम्,[(क्लन्दिष्यमाण-क्लन्दयिष्यमाण)- (क्लन्दिष्यमाणः-क्लन्दयिष्यमाणः)- (क्लन्दिष्यमाणा-क्लन्दयिष्यमाणा)- (क्लन्दिष्यमाणम्-क्लन्दयिष्यमाणम्)],(क्लन्दयित्वा)---,(प्रक्लन्द्य)---,(क्लन्दयितुम्)---,[(क्लन्दिष्यमाण-क्लन्दयिष्यमाण-क्लान्दम्-क्लन्दम्)- (क्लन्दिष्यमाणः-क्लन्दयिष्यमाणः--)- (क्लन्दिष्यमाणा-क्लन्दयिष्यमाणा--)- (क्लन्दिष्यमाणम्-क्लन्दयिष्यमाणम्--)],[(क्लन्दिष्यमाण-क्लन्दयिष्यमाण-क्लान्दम्-क्लन्दम्-क्लन्ति-क्लन्त्ति)- (क्लन्दिष्यमाणः-क्लन्दयिष्यमाणः----)- (क्लन्दिष्यमाणा-क्लन्दयिष्यमाणा---क्लन्तिः-क्लन्त्तिः)- (क्लन्दिष्यमाणम्-क्लन्दयिष्यमाणम्----)],(क्लन्द)-क्लन्दः-क्लन्दा-क्लन्दम्,[(क्लन्दिष्यमाण-क्लन्दयिष्यमाण-क्लान्दम्-क्लन्दम्-क्लन्ति-क्लन्त्ति-क्लन्दयाम्बभूवस्-क्लन्दयामासिवस्-क्लन्दयाञ्चकृवस्)- (क्लन्दिष्यमाणः-क्लन्दयिष्यमाणः-----क्लन्दयाम्बभूवान्-क्लन्दयामासिवान्-क्लन्दयाञ्चकृवान्)- (क्लन्दिष्यमाणा-क्लन्दयिष्यमाणा---क्लन्तिः-क्लन्त्तिः-क्लन्दयाम्बभूषी-क्लन्दयामास्युषी-क्लन्दयाञ्चक्रुषी)- (क्लन्दिष्यमाणम्-क्लन्दयिष्यमाणम्-----क्लन्दयाम्बभूवत्/क्लन्दयाम्बभूवद्-क्लन्दयामासिवत्/क्लन्दयामासिवद्-क्लन्दयाञ्चकृवत्/क्लन्दयाञ्चकृवद्)],(क्लन्दयमान)-क्लन्दयमानः-क्लन्दयमाना-क्लन्दयमानम्,(क्लन्दक)-क्लन्दकः-क्लन्दिका-क्लन्दकम्,,
880,01.0881,(कदन)---कदनम्,(कदक)-कदकः-कदिका-कदकम्,(कदयितृ)-कदयिता-कदयित्री-कदयितृ,(कद्य)-कद्यः-कद्या-कद्यम्,(कदयितव्य)-कदयितव्यः-कदयितव्या-कदयितव्यम्,(कदनीय)-कदनीयः-कदनीया-कदनीयम्,(कदित)-कदितः-कदिता-कदितम्,(कदितवत्)-कदितवान्-कदितवती-कदितवत्/कदितवद्,(कदयत्)-कदयन्-कदयन्ती-कदयत्/कदयद्,(कदयिष्यत्)-कदयिष्यन्-कदयिष्यती/कदयिष्यन्ती-कदयिष्यत्/कदयिष्यद्,(कदयमान)-कदयमानः-कदयमाना-कदयमानम्,(कदयिष्यमाण)-कदयिष्यमाणः-कदयिष्यमाणा-कदयिष्यमाणम्,(कद्यमान)-कद्यमानः-कद्यमाना-कद्यमानम्,[(कदिष्यमाण-कदयिष्यमाण)- (कदिष्यमाणः-कदयिष्यमाणः)- (कदिष्यमाणा-कदयिष्यमाणा)- (कदिष्यमाणम्-कदयिष्यमाणम्)],(कदयित्वा)---,(प्रकदय्य)---,(कदयितुम्)---,[(कदिष्यमाण-कदयिष्यमाण-कादम्-कदम्)- (कदिष्यमाणः-कदयिष्यमाणः--)- (कदिष्यमाणा-कदयिष्यमाणा--)- (कदिष्यमाणम्-कदयिष्यमाणम्--)],(कत्ति)--कत्तिः-,(कद)-कदः-कदा-कदम्,[(कदिष्यमाण-कदयिष्यमाण-कादम्-कदम्-कदयाम्बभूवस्-कदयामासिवस्-कदयाञ्चकृवस्)- (कदिष्यमाणः-कदयिष्यमाणः---कदयाम्बभूवान्-कदयामासिवान्-कदयाञ्चकृवान्)- (कदिष्यमाणा-कदयिष्यमाणा---कदयाम्बभूषी-कदयामास्युषी-कदयाञ्चक्रुषी)- (कदिष्यमाणम्-कदयिष्यमाणम्---कदयाम्बभूवत्/कदयाम्बभूवद्-कदयामासिवत्/कदयामासिवद्-कदयाञ्चकृवत्/कदयाञ्चकृवद्)],(कदयमान)-कदयमानः-कदयमाना-कदयमानम्,(कदक)-कदकः-कदिका-कदकम्,,
881,01.0882,(क्रदन)---क्रदनम्,(क्रदक)-क्रदकः-क्रदिका-क्रदकम्,(क्रदयितृ)-क्रदयिता-क्रदयित्री-क्रदयितृ,(क्रद्य)-क्रद्यः-क्रद्या-क्रद्यम्,(क्रदयितव्य)-क्रदयितव्यः-क्रदयितव्या-क्रदयितव्यम्,(क्रदनीय)-क्रदनीयः-क्रदनीया-क्रदनीयम्,(क्रदित)-क्रदितः-क्रदिता-क्रदितम्,(क्रदितवत्)-क्रदितवान्-क्रदितवती-क्रदितवत्/क्रदितवद्,(क्रदयत्)-क्रदयन्-क्रदयन्ती-क्रदयत्/क्रदयद्,(क्रदयिष्यत्)-क्रदयिष्यन्-क्रदयिष्यती/क्रदयिष्यन्ती-क्रदयिष्यत्/क्रदयिष्यद्,(क्रदयमान)-क्रदयमानः-क्रदयमाना-क्रदयमानम्,(क्रदयिष्यमाण)-क्रदयिष्यमाणः-क्रदयिष्यमाणा-क्रदयिष्यमाणम्,(क्रद्यमान)-क्रद्यमानः-क्रद्यमाना-क्रद्यमानम्,[(क्रदिष्यमाण-क्रदयिष्यमाण)- (क्रदिष्यमाणः-क्रदयिष्यमाणः)- (क्रदिष्यमाणा-क्रदयिष्यमाणा)- (क्रदिष्यमाणम्-क्रदयिष्यमाणम्)],(क्रदयित्वा)---,(प्रक्रदय्य)---,(क्रदयितुम्)---,[(क्रदिष्यमाण-क्रदयिष्यमाण-क्रादम्-क्रदम्)- (क्रदिष्यमाणः-क्रदयिष्यमाणः--)- (क्रदिष्यमाणा-क्रदयिष्यमाणा--)- (क्रदिष्यमाणम्-क्रदयिष्यमाणम्--)],(क्रत्ति)--क्रत्तिः-,(क्रद)-क्रदः-क्रदा-क्रदम्,[(क्रदिष्यमाण-क्रदयिष्यमाण-क्रादम्-क्रदम्-क्रदयाम्बभूवस्-क्रदयामासिवस्-क्रदयाञ्चकृवस्)- (क्रदिष्यमाणः-क्रदयिष्यमाणः---क्रदयाम्बभूवान्-क्रदयामासिवान्-क्रदयाञ्चकृवान्)- (क्रदिष्यमाणा-क्रदयिष्यमाणा---क्रदयाम्बभूषी-क्रदयामास्युषी-क्रदयाञ्चक्रुषी)- (क्रदिष्यमाणम्-क्रदयिष्यमाणम्---क्रदयाम्बभूवत्/क्रदयाम्बभूवद्-क्रदयामासिवत्/क्रदयामासिवद्-क्रदयाञ्चकृवत्/क्रदयाञ्चकृवद्)],(क्रदयमान)-क्रदयमानः-क्रदयमाना-क्रदयमानम्,(क्रदक)-क्रदकः-क्रदिका-क्रदकम्,,
882,01.0883,(क्लदन)---क्लदनम्,(क्लदक)-क्लदकः-क्लदिका-क्लदकम्,(क्लदयितृ)-क्लदयिता-क्लदयित्री-क्लदयितृ,(क्लद्य)-क्लद्यः-क्लद्या-क्लद्यम्,(क्लदयितव्य)-क्लदयितव्यः-क्लदयितव्या-क्लदयितव्यम्,(क्लदनीय)-क्लदनीयः-क्लदनीया-क्लदनीयम्,(क्लदित)-क्लदितः-क्लदिता-क्लदितम्,(क्लदितवत्)-क्लदितवान्-क्लदितवती-क्लदितवत्/क्लदितवद्,(क्लदयत्)-क्लदयन्-क्लदयन्ती-क्लदयत्/क्लदयद्,(क्लदयिष्यत्)-क्लदयिष्यन्-क्लदयिष्यती/क्लदयिष्यन्ती-क्लदयिष्यत्/क्लदयिष्यद्,(क्लदयमान)-क्लदयमानः-क्लदयमाना-क्लदयमानम्,(क्लदयिष्यमाण)-क्लदयिष्यमाणः-क्लदयिष्यमाणा-क्लदयिष्यमाणम्,(क्लद्यमान)-क्लद्यमानः-क्लद्यमाना-क्लद्यमानम्,[(क्लदिष्यमाण-क्लदयिष्यमाण)- (क्लदिष्यमाणः-क्लदयिष्यमाणः)- (क्लदिष्यमाणा-क्लदयिष्यमाणा)- (क्लदिष्यमाणम्-क्लदयिष्यमाणम्)],(क्लदयित्वा)---,(प्रक्लदय्य)---,(क्लदयितुम्)---,[(क्लदिष्यमाण-क्लदयिष्यमाण-क्लादम्-क्लदम्)- (क्लदिष्यमाणः-क्लदयिष्यमाणः--)- (क्लदिष्यमाणा-क्लदयिष्यमाणा--)- (क्लदिष्यमाणम्-क्लदयिष्यमाणम्--)],(क्लत्ति)--क्लत्तिः-,(क्लद)-क्लदः-क्लदा-क्लदम्,[(क्लदिष्यमाण-क्लदयिष्यमाण-क्लादम्-क्लदम्-क्लदयाम्बभूवस्-क्लदयामासिवस्-क्लदयाञ्चकृवस्)- (क्लदिष्यमाणः-क्लदयिष्यमाणः---क्लदयाम्बभूवान्-क्लदयामासिवान्-क्लदयाञ्चकृवान्)- (क्लदिष्यमाणा-क्लदयिष्यमाणा---क्लदयाम्बभूषी-क्लदयामास्युषी-क्लदयाञ्चक्रुषी)- (क्लदिष्यमाणम्-क्लदयिष्यमाणम्---क्लदयाम्बभूवत्/क्लदयाम्बभूवद्-क्लदयामासिवत्/क्लदयामासिवद्-क्लदयाञ्चकृवत्/क्लदयाञ्चकृवद्)],(क्लदयमान)-क्लदयमानः-क्लदयमाना-क्लदयमानम्,(क्लदक)-क्लदकः-क्लदिका-क्लदकम्,,
